"Physical_Link_ID","Name","A_Node","B_Node","AB_Link","BA_Link","Grade","Geometry","Length","ROWWidth","Jurisdiction"
2710,NA,103879,103880,"103879 103880","103880 103879",0,"LINESTRING(1493853.89 1033058.742,1493891 1033059,1495063 1033101,1495084 1033144,1495084 1033144,1495517.47 1034055.812)",1939,NA,NA
2711,NA,103879,103922,"103879 103922","103922 103879",0,"LINESTRING(1493853.89 1033058.742,1491211 1033087,1491154 1033196,1491153.304 1033198.748)",2704,NA,NA
2712,NA,103880,103881,"103880 103881","103881 103880",0,"LINESTRING(1495517.47 1034055.812,1496405 1035961,1496479 1036120,1496522 1036227,1496539.607 1037041.764)",3156,NA,NA
2713,NA,103880,103890,"103880 103890","103890 103880",0,"LINESTRING(1495517.47 1034055.812,1496531.699 1033515.045)",1149,NA,NA
2714,NA,103881,103893,"103881 103893","103893 103881",0,"LINESTRING(1496539.607 1037041.764,1496533.205 1037127.907)",86,NA,NA
2715,NA,103881,103951,"103881 103951",NA,0,"LINESTRING(1496539.607 1037041.764,1499201 1037035,1501219 1037018,1502548.115 1037009.197)",6008,NA,NA
2716,NA,103882,103889,"103882 103889","103889 103882",0,"LINESTRING(1507214.369 1035576.183,1503001.591 1035612.746)",4212,NA,NA
2717,NA,103882,103971,"103882 103971","103971 103882",0,"LINESTRING(1507214.369 1035576.183,1507244.876 1036824.013)",1248,NA,NA
2718,NA,103883,103886,"103883 103886","103886 103883",0,"LINESTRING(1485868.968 1035869.585,1485844.213 1030601.608)",5268,NA,NA
2719,NA,103884,103885,"103884 103885","103885 103884",0,"LINESTRING(1492581.701 1037978.504,1492582 1037979,1492595 1037990,1492909 1038121,1493222 1038244,1493368 1038291,1493511 1038310,1494022 1038308,1494718 1038310,1495067 1038324,1495321 1038338,1495674 1038380,1496149 1038407,1496452 1038432,1496565.278 1038371.697)",4002,NA,NA
2720,NA,103884,103892,"103884 103892","103892 103884",0,"LINESTRING(1492581.701 1037978.504,1492464 1037876,1492255.303 1037629.336)",477,NA,NA
2721,NA,103885,103893,"103885 103893","103893 103885",0,"LINESTRING(1496565.278 1038371.697,1496533.205 1037127.907)",1244,NA,NA
2722,NA,103885,103952,"103885 103952","103952 103885",0,"LINESTRING(1496565.278 1038371.697,1496584 1042949)",4577,NA,NA
2723,NA,103885,103953,"103885 103953","103953 103885",0,"LINESTRING(1496565.278 1038371.697,1496714 1038306,1502208.37 1038222.382)",5645,NA,NA
2724,NA,103886,103895,"103886 103895","103895 103886",0,"LINESTRING(1485844.213 1030601.608,1480854.544 1030651.433)",4989,NA,NA
2725,NA,103886,103896,"103886 103896","103896 103886",0,"LINESTRING(1485844.213 1030601.608,1485801.763 1027972.955)",2628,NA,NA
2726,NA,103886,103921,"103886 103921","103921 103886",0,"LINESTRING(1485844.213 1030601.608,1488476.66 1030561.85)",2632,NA,NA
2727,NA,103887,103888,"103887 103888","103888 103887",0,"LINESTRING(1491249.604 1042342.201,1491522 1042384,1491724 1042429,1491899 1042459,1492123 1042524,1492388 1042611,1492697 1042796,1493020 1042967,1493363 1043164,1493652 1043334,1493827 1043422,1493991 1043483,1494108 1043514,1494279 1043540,1494460 1043550,1495187 1043541,1495873.385 1043531.883)",4774,NA,NA
2728,NA,103887,103939,"103887 103939","103939 103887",0,"LINESTRING(1491249.604 1042342.201,1491007 1042317,1490333 1042231,1489279 1042106,1488595.832 1042028.167)",2672,NA,NA
2729,NA,103888,103954,"103888 103954","103954 103888",0,"LINESTRING(1495873.385 1043531.883,1496139 1043481,1496328 1043431,1496586.352 1043327.041)",741,NA,NA
2730,NA,103888,103959,"103888 103959","103959 103888",0,"LINESTRING(1495873.385 1043531.883,1496061 1043583,1496315 1043650,1496467 1043724,1496588.203 1043805.962)",765,NA,NA
2731,NA,103889,103891,"103889 103891","103891 103889",0,"LINESTRING(1503001.591 1035612.746,1497619.652 1035665.096)",5382,NA,NA
2732,NA,103889,103962,"103889 103962","103962 103889",0,"LINESTRING(1503001.591 1035612.746,1502891.4 1035998.977)",401,NA,NA
2733,NA,103890,103891,"103890 103891","103891 103890",0,"LINESTRING(1496531.699 1033515.045,1496782 1034113,1496871 1034326,1497118 1034774,1497619.652 1035665.096)",2409,NA,NA
2734,NA,103890,103941,"103890 103941","103941 103890",0,"LINESTRING(1496531.699 1033515.045,1496483 1033374,1496482.531 1033286.706)",233,NA,NA
2735,NA,103892,103894,"103892 103894","103894 103892",0,"LINESTRING(1492255.303 1037629.336,1492181.387 1037542.171)",114,NA,NA
2736,NA,103892,103931,"103892 103931",NA,0,"LINESTRING(1492255.303 1037629.336,1492009 1037698,1491882 1037734,1491758 1037769,1491637 1037803,1491518 1037836,1491403 1037869,1491289 1037901,1491180 1037932,1491072 1037962,1490968 1037991,1490866 1038019,1490767 1038047,1490671 1038074,1490578 1038099,1490487 1038125,1490399 1038149,1490314 1038171,1490232 1038192,1490153 1038211,1490076 1038229,1490002 1038245,1489931 1038259,1489863 1038272,1489797 1038283,1489735 1038293,1489675 1038301,1489617 1038307,1489563 1038312,1489511 1038316,1489461.586 1038315.143)",2876,NA,NA
2737,NA,103893,103892,"103893 103892",NA,0,"LINESTRING(1496533.205 1037127.907,1496268 1037123,1496017 1037120,1495779 1037118,1495555 1037116,1495345 1037116,1495149 1037116,1494966 1037118,1494797 1037120,1494641 1037123,1494499 1037127,1494371 1037132,1494257 1037137,1494156 1037144,1494069 1037151,1493995 1037160,1493925 1037170,1493849 1037183,1493765 1037200,1493676 1037219,1493579 1037241,1493476 1037267,1493367 1037295,1493251 1037326,1493128 1037360,1492998 1037397,1492862 1037438,1492720 1037481,1492570 1037527,1492414 1037577,1492255.303 1037629.336)",4307,NA,NA
2738,NA,103894,103881,"103894 103881",NA,0,"LINESTRING(1492181.387 1037542.171,1492372 1037483,1492553 1037427,1492725 1037376,1492889 1037328,1493045 1037284,1493192 1037243,1493331 1037206,1493462 1037173,1493585 1037143,1493700 1037117,1493806 1037095,1493904 1037076,1493993 1037061,1494075 1037049,1494148 1037042,1494223 1037036,1494310 1037031,1494409 1037027,1494520 1037024,1494644 1037021,1494779 1037020,1494926 1037019,1495086 1037019,1495257 1037020,1495441 1037021,1495636 1037024,1495844 1037027,1496064 1037031,1496295 1037036,1496539.607 1037041.764)",4386,NA,NA
2739,NA,103894,103940,"103894 103940","103940 103894",0,"LINESTRING(1492181.387 1037542.171,1491864.809 1037185.896)",476,NA,NA
2740,NA,103895,103915,"103895 103915","103915 103895",0,"LINESTRING(1480854.544 1030651.433,1480504.871 1030655.342)",349,NA,NA
2741,NA,103896,103904,"103896 103904","103904 103896",0,"LINESTRING(1485801.763 1027972.955,1485773.559 1026225.385)",1747,NA,NA
2742,NA,103897,103906,"103897 103906","103906 103897",0,"LINESTRING(1481766.055 1022750.73,1481766 1022930,1481766.152 1023211.082)",460,NA,NA
2743,NA,103897,103912,"103897 103912","103912 103897",0,"LINESTRING(1481766.055 1022750.73,1482526.845 1022500.834)",800,NA,NA
2744,NA,103899,103903,"103899 103903","103903 103899",0,"LINESTRING(1485685.658 1014770.422,1485686 1014805,1485726.506 1020000.772)",5230,NA,NA
2745,NA,103899,103917,"103899 103917","103917 103899",0,"LINESTRING(1485685.658 1014770.422,1485675.766 1013454.088)",1316,NA,NA
2746,NA,103900,103901,"103900 103901","103901 103900",0,"LINESTRING(1484608.613 1021859.048,1484895 1021788,1485085 1021729,1485204 1021690,1485274 1021657,1485341 1021625,1485410 1021597,1485522 1021494,1485735.879 1021246.783)",1282,NA,NA
2747,NA,103900,103907,"103900 103907","103907 103900",0,"LINESTRING(1484608.613 1021859.048,1484701 1021802,1484902 1021649,1484996 1021545,1485083 1021464,1485156 1021348,1485195 1021239,1485266 1021061,1485391 1020753,1485487 1020596,1485535 1020500,1485607 1020406,1485732.867 1020315.933)",1909,NA,NA
2748,NA,103901,103904,"103901 103904","103904 103901",0,"LINESTRING(1485735.879 1021246.783,1485773.559 1026225.385)",4978,NA,NA
2749,NA,103901,103907,"103901 103907","103907 103901",0,"LINESTRING(1485735.879 1021246.783,1485732.867 1020315.933)",930,NA,NA
2750,NA,103902,103903,"103902 103903","103903 103902",0,"LINESTRING(1481765.406 1020013.408,1485726.506 1020000.772)",3961,NA,NA
2751,NA,103903,103907,"103903 103907","103907 103903",0,"LINESTRING(1485726.506 1020000.772,1485732.867 1020315.933)",315,NA,NA
2752,NA,103903,103918,"103903 103918","103918 103903",0,"LINESTRING(1485726.506 1020000.772,1486152.702 1020006.762)",426,NA,NA
2753,NA,103904,103908,"103904 103908","103908 103904",0,"LINESTRING(1485773.559 1026225.385,1483962 1027370,1481984 1028602,1480505.519 1029525.386)",6216,NA,NA
2754,NA,103905,103906,"103905 103906","103906 103905",0,"LINESTRING(1480509.04 1024541.203,1481044 1023983,1481454 1023524,1481766.152 1023211.082)",1830,NA,NA
2755,NA,103905,103913,"103905 103913","103913 103905",0,"LINESTRING(1480509.04 1024541.203,1480167 1024947,1479951 1025230,1479912 1025373,1479880 1025455,1479831 1025564,1479450 1026518,1479214 1027138,1478963 1027839,1478704 1028507,1477990.076 1030397.292)",6374,NA,NA
2756,NA,103906,103912,"103906 103912","103912 103906",0,"LINESTRING(1481766.152 1023211.082,1481987 1022960,1482233 1022695,1482526.845 1022500.834)",1040,NA,NA
2757,NA,103907,103918,"103907 103918","103918 103907",0,"LINESTRING(1485732.867 1020315.933,1485960 1020155,1486152.702 1020006.762)",521,NA,NA
2758,NA,103908,103914,"103908 103914","103914 103908",0,"LINESTRING(1480505.519 1029525.386,1480005 1029837,1478616.463 1030679.159)",2213,NA,NA
2759,NA,103908,103915,"103908 103915","103915 103908",0,"LINESTRING(1480505.519 1029525.386,1480504.871 1030655.342)",1129,NA,NA
2760,NA,103914,103915,"103914 103915","103915 103914",0,"LINESTRING(1478616.463 1030679.159,1480504.871 1030655.342)",1888,NA,NA
2761,NA,103916,103918,"103916 103918","103918 103916",0,"LINESTRING(1488399.788 1019995.23,1486152.702 1020006.762)",2247,NA,NA
2762,NA,103920,103921,"103920 103921","103921 103920",0,"LINESTRING(1489829.84 1030541.367,1488476.66 1030561.85)",1353,NA,NA
2763,NA,103923,103929,"103923 103929","103929 103923",0,"LINESTRING(1480745.21 1043816.463,1480772.165 1046472.828)",2656,NA,NA
2764,NA,103926,104393,"103926 104393","104393 103926",0,"LINESTRING(1581309.745 1060422.722,1581328 1060814,1581331 1061073,1581331 1061074,1581332 1061178,1581335 1061458,1581335 1061609,1581328 1061806,1581364 1061838,1581402 1061856,1581462 1061863,1581566 1062116,1581561 1062443,1581549.263 1062975.561)",2564,NA,NA
2765,NA,103927,103928,"103927 103928","103928 103927",0,"LINESTRING(1483340.994 1040947.57,1483690 1040984,1484218 1041124,1485962.365 1041522.658)",2683,NA,NA
2766,NA,103928,103937,"103928 103937","103937 103928",0,"LINESTRING(1485962.365 1041522.658,1485972 1041525,1487276.259 1041835.576)",1350,NA,NA
2767,NA,103930,103645,"103930 103645",NA,0,"LINESTRING(1483280.418 1038440.966,1480640.056 1038473.058)",2640,NA,NA
2768,NA,103930,103932,"103930 103932","103932 103930",0,"LINESTRING(1483280.418 1038440.966,1483276.307 1038357.575)",83,NA,NA
2769,NA,103930,103934,"103930 103934","103934 103930",0,"LINESTRING(1483280.418 1038440.966,1483299.543 1038784.32)",343,NA,NA
2770,NA,103931,103930,"103931 103930",NA,0,"LINESTRING(1489461.586 1038315.143,1489020 1038329,1483280.418 1038440.966)",6182,NA,NA
2771,NA,103931,103933,"103931 103933","103933 103931",0,"LINESTRING(1489461.586 1038315.143,1489476.556 1038229.563)",86,NA,NA
2772,NA,103931,103936,"103931 103936","103936 103931",0,"LINESTRING(1489461.586 1038315.143,1489418.21 1038507.338)",197,NA,NA
2773,NA,103932,103933,"103932 103933",NA,0,"LINESTRING(1483276.307 1038357.575,1483331 1038359,1486710 1038276,1489136 1038240,1489476.556 1038229.563)",6201,NA,NA
2774,NA,103933,103894,"103933 103894",NA,0,"LINESTRING(1489476.556 1038229.563,1489533 1038224,1489593 1038216,1489654 1038207,1489717 1038197,1489780 1038186,1489845 1038175,1489911 1038162,1489978 1038149,1490046 1038135,1490115 1038120,1490185 1038104,1490257 1038088,1490330 1038070,1490403 1038052,1490478 1038032,1490557 1038012,1490641 1037989,1490731 1037964,1490827 1037937,1490929 1037908,1491037 1037877,1491150 1037844,1491270 1037809,1491395 1037772,1491526 1037732,1491663 1037691,1491806 1037648,1491955 1037602,1492181.387 1037542.171)",2790,NA,NA
2775,NA,103933,103935,"103933 103935","103935 103933",0,"LINESTRING(1489476.556 1038229.563,1489566 1037980,1489602 1037853,1489602.457 1037850.986)",398,NA,NA
2776,NA,103936,103937,"103936 103937","103937 103936",0,"LINESTRING(1489418.21 1038507.338,1489418 1038508,1489377 1038729,1489131 1039633,1489083 1039865,1489044 1039996,1488717 1040349,1487891 1041147,1487468 1041576,1487320 1041710,1487276.259 1041835.576)",3957,NA,NA
2777,NA,103937,103939,"103937 103939","103939 103937",0,"LINESTRING(1487276.259 1041835.576,1487277 1041835,1487807 1041924,1488181 1041971,1488595.832 1042028.167)",1333,NA,NA
2778,NA,103942,103958,"103942 103958","103958 103942",0,"LINESTRING(1501899.225 1044703.113,1501976 1044433,1501963 1044323,1501977 1044040,1501970 1043649,1501958 1042198,1501940.955 1040683.359)",4019,NA,NA
2779,NA,103942,103970,"103942 103970","103970 103942",0,"LINESTRING(1501899.225 1044703.113,1501893 1044724,1501624.424 1046021.91)",1347,NA,NA
2780,NA,103944,104342,"103944 104342","104342 103944",0,"LINESTRING(1582537.242 1056465.926,1582796.345 1056170.529)",392,NA,NA
2781,NA,103947,104376,"103947 104376","104376 103947",0,"LINESTRING(1581654.775 1055668.166,1581748.514 1055165.438)",511,NA,NA
2782,NA,103948,103959,"103948 103959","103959 103948",0,"LINESTRING(1499277.511 1046043.649,1498868 1045846,1498582 1045648,1498212 1045328,1497855 1044995,1497489 1044624,1496919 1044077,1496620 1043827,1496588.203 1043805.962)",3498,NA,NA
2783,NA,103949,103953,"103949 103953","103953 103949",0,"LINESTRING(1502031.582 1038850.794,1502208.37 1038222.382)",652,NA,NA
2784,NA,103949,103964,"103949 103964","103964 103949",0,"LINESTRING(1502031.582 1038850.794,1502030 1038854,1501961 1039059,1501929 1039172,1501927 1039688,1501930.067 1039863.077)",1017,NA,NA
2785,NA,103950,103893,"103950 103893",NA,0,"LINESTRING(1502514.066 1037098.404,1496533.205 1037127.907)",5980,NA,NA
2786,NA,103951,103589,"103951 103589",NA,0,"LINESTRING(1502548.115 1037009.197,1502753 1037009,1502955 1037010,1503155 1037009,1503350 1037009,1503543 1037008,1503731 1037006,1503917 1037005,1504098 1037003,1504277 1037001,1504452 1036998,1504623 1036995,1504791 1036992,1504956 1036989,1505117 1036985,1505274 1036981,1505428 1036976,1505579 1036970,1505726 1036963,1505869 1036955,1506009 1036945,1506145 1036935,1506278 1036923,1506407 1036910,1506533 1036896,1506655 1036881,1506773 1036865,1506889 1036847,1507000 1036828,1507108 1036809,1507212.384 1036788.528)",4669,NA,NA
2787,NA,103952,103954,"103952 103954","103954 103952",0,"LINESTRING(1496584 1042949,1496586.352 1043327.041)",378,NA,NA
2788,NA,103953,103961,"103953 103961","103961 103953",0,"LINESTRING(1502208.37 1038222.382,1502568.842 1037051.821)",1224,NA,NA
2789,NA,103954,103955,"103954 103955","103955 103954",0,"LINESTRING(1496586.352 1043327.041,1496618 1043314,1497916 1042631,1498350 1042398,1498549 1042255,1498699 1042153,1498788 1042079,1498877 1042025,1498999 1041934,1499209 1041844,1499530 1041730,1499549 1041724,1499550.668 1041724.284)",3369,NA,NA
2790,NA,103955,103956,"103955 103956","103956 103955",0,"LINESTRING(1499550.668 1041724.284,1499697 1041677,1499824 1041639,1499906 1041613,1500101 1041527,1500741 1041209,1501203 1040979,1501553.924 1040828.005)",2194,NA,NA
2791,NA,103956,103957,"103956 103957","103957 103956",0,"LINESTRING(1501553.924 1040828.005,1501590 1040812,1501740.901 1040746.509)",203,NA,NA
2792,NA,103957,103958,"103957 103958","103958 103957",0,"LINESTRING(1501740.901 1040746.509,1501741 1040746,1501940.955 1040683.359)",209,NA,NA
2793,NA,103958,103960,"103958 103960","103960 103958",0,"LINESTRING(1501940.955 1040683.359,1502062.712 1040636.981)",130,NA,NA
2794,NA,103958,103964,"103958 103964","103964 103958",0,"LINESTRING(1501940.955 1040683.359,1501930.067 1039863.077)",820,NA,NA
2795,NA,103960,103973,"103960 103973","103973 103960",0,"LINESTRING(1502062.712 1040636.981,1502199 1040584,1502298 1040546,1502445 1040499,1502621 1040442,1502777 1040391,1502900 1040352,1502967 1040331,1503076 1040296,1503196 1040259,1503307 1040224,1503385 1040200,1503611 1040116,1503611.964 1040116.4)",1634,NA,NA
2796,NA,103961,103962,"103961 103962","103962 103961",0,"LINESTRING(1502568.842 1037051.821,1502891.4 1035998.977)",1101,NA,NA
2797,NA,103971,103972,"103971 103972","103972 103971",0,"LINESTRING(1507244.876 1036824.013,1507245.487 1037786.998)",962,NA,NA
2798,NA,103975,103994,"103975 103994","103994 103975",0,"LINESTRING(1545654.614 1040521.693,1545576.952 1035229.214)",5293,NA,NA
2799,NA,103975,103996,"103975 103996","103996 103975",0,"LINESTRING(1545654.614 1040521.693,1545737.625 1045819.232)",5298,NA,NA
2800,NA,103976,103995,"103976 103995","103995 103976",0,"LINESTRING(1549630.915 1040523.241,1549530.554 1035213.648)",5310,NA,NA
2801,NA,103976,103997,"103976 103997","103997 103976",0,"LINESTRING(1549630.915 1040523.241,1549702.481 1045799.102)",5276,NA,NA
2802,NA,103978,104114,"103978 104114","104114 103978",0,"LINESTRING(1548717.419 979925.313,1549893 979884,1550029 979884,1550155 979893,1550462 980131,1551408.749 980810.062)",2833,NA,NA
2803,NA,103979,104076,"103979 104076","104076 103979",0,"LINESTRING(1545802.364 1051083.231,1545770.175 1048461.975)",2621,NA,NA
2804,NA,103979,104078,"103979 104078","104078 103979",0,"LINESTRING(1545802.364 1051083.231,1545834.786 1053750.785)",2667,NA,NA
2805,NA,103980,104284,"103980 104284","104284 103980",0,"LINESTRING(1549735.874 1051124.493,1549727 1047099,1549726.948 1047076.959)",4047,NA,NA
2806,NA,103981,104116,"103981 104116","104116 103981",0,"LINESTRING(1551339.886 974541.938,1551975 974504,1551951 972505,1551925 971962,1551948 971911,1552012 971882,1552145.853 971857.5)",2802,NA,NA
2807,NA,103982,103983,"103982 103983","103983 103982",0,"LINESTRING(1545959.343 970109,1548604.491 969924.938)",2651,NA,NA
2808,NA,103983,104124,"103983 104124","104124 103983",0,"LINESTRING(1548604.491 969924.938,1551908.996 969663.875)",3314,NA,NA
2809,NA,103984,103986,"103984 103986","103986 103984",0,"LINESTRING(1556988.071 1003548.71,1559624.715 1003549.952)",2636,NA,NA
2810,NA,103985,104231,"103985 104231","104231 103985",0,"LINESTRING(1557040.333 1010197.866,1557202 1010193,1558769.562 1010148.709)",1729,NA,NA
2811,NA,103986,104098,"103986 104098","104098 103986",0,"LINESTRING(1559624.715 1003549.952,1563590.401 1003564.555)",3965,NA,NA
2812,NA,103987,104197,"103987 104197","104197 103987",0,"LINESTRING(1559688.324 1010122.38,1560286 1010102,1561287 1010099,1561915 1010105,1562342 1010193,1562779 1010275,1563185.46 1010426.659)",3510,NA,NA
2813,NA,103987,104231,"103987 104231","104231 103987",0,"LINESTRING(1559688.324 1010122.38,1558769.562 1010148.709)",919,NA,NA
2814,NA,103988,103989,"103988 103989","103989 103988",0,"LINESTRING(1563628.414 1006153.44,1563667.046 1010082.096)",3928,NA,NA
2815,NA,103988,104098,"103988 104098","104098 103988",0,"LINESTRING(1563628.414 1006153.44,1563590.401 1003564.555)",2589,NA,NA
2816,NA,103989,103998,"103989 103998","103998 103989",0,"LINESTRING(1563667.046 1010082.096,1564235 1010090,1565150 1010025,1565364 1009986,1565429 1009941,1565508 1009889,1566029 1009534,1566030 1009534,1566296.496 1009352.668)",2728,NA,NA
2817,NA,103989,104262,"103989 104262","104262 103989",0,"LINESTRING(1563667.046 1010082.096,1563665 1010082,1563229.962 1010094.64)",437,NA,NA
2818,NA,103990,104161,"103990 104161","104161 103990",0,"LINESTRING(1572905.338 1008901.051,1572911 1008900,1573057 1008884,1573247 1008866,1574246.766 1008875.137)",1341,NA,NA
2819,NA,103990,104169,"103990 104169","104169 103990",0,"LINESTRING(1572905.338 1008901.051,1571564.897 1008884.378)",1340,NA,NA
2820,NA,103991,103993,"103991 103993","103993 103991",0,"LINESTRING(1572998.156 1014175.192,1578293.352 1014152.524)",5295,NA,NA
2821,NA,103991,104328,"103991 104328","104328 103991",0,"LINESTRING(1572998.156 1014175.192,1572418 1014178,1572417.201 1014178.554)",580,NA,NA
2822,NA,103992,104161,"103992 104161","104161 103992",0,"LINESTRING(1578219.957 1008861.676,1576361 1008875,1575907 1008880,1575815 1008866,1575554 1008853,1574913 1008803,1574847 1008929,1574626 1008897,1574439 1008867,1574246.766 1008875.137)",3973,NA,NA
2823,NA,103994,103995,"103994 103995","103995 103994",0,"LINESTRING(1545576.952 1035229.214,1549530.554 1035213.648)",3953,NA,NA
2824,NA,103994,104014,"103994 104014","104014 103994",0,"LINESTRING(1545576.952 1035229.214,1545538 1032893,1545538.81 1032893.52)",2336,NA,NA
2825,NA,103995,104178,"103995 104178","104178 103995",0,"LINESTRING(1549530.554 1035213.648,1554801.45 1035288.034)",5271,NA,NA
2826,NA,103995,104189,"103995 104189","104189 103995",0,"LINESTRING(1549530.554 1035213.648,1549508.455 1032755.948)",2457,NA,NA
2827,NA,103996,103997,"103996 103997","103997 103996",0,"LINESTRING(1545737.625 1045819.232,1549702.481 1045799.102)",3964,NA,NA
2828,NA,103996,104076,"103996 104076","104076 103996",0,"LINESTRING(1545737.625 1045819.232,1545770.175 1048461.975)",2642,NA,NA
2829,NA,103996,104080,"103996 104080","104080 103996",0,"LINESTRING(1545737.625 1045819.232,1539128.713 1045892.953)",6609,NA,NA
2830,NA,103997,104284,"103997 104284","104284 103997",0,"LINESTRING(1549702.481 1045799.102,1549726.948 1047076.959)",1278,NA,NA
2831,NA,103997,104285,"103997 104285","104285 103997",0,"LINESTRING(1549702.481 1045799.102,1550978 1045841,1551874 1045871,1552617 1045899,1553895 1045943,1554919.184 1045977.537)",5219,NA,NA
2832,NA,103998,104000,"103998 104000","104000 103998",0,"LINESTRING(1566296.496 1009352.668,1566341.47 1011477.865)",2125,NA,NA
2833,NA,103998,104052,"103998 104052","104052 103998",0,"LINESTRING(1566296.496 1009352.668,1566319.206 1008642.174)",710,NA,NA
2834,NA,103999,104003,"103999 104003","104003 103999",0,"LINESTRING(1463788.153 1041543.417,1463794 1040558,1463815.975 1040296.059)",1247,NA,NA
2835,NA,104000,104198,"104000 104198","104198 104000",0,"LINESTRING(1566341.47 1011477.865,1566343.551 1011590.087)",112,NA,NA
2836,NA,104001,104002,"104001 104002","104002 104001",0,"LINESTRING(1570244.69 1008868.185,1570301.959 1011543.163)",2675,NA,NA
2837,NA,104001,104005,"104001 104005","104005 104001",0,"LINESTRING(1570244.69 1008868.185,1569895 1008861,1569680 1008847,1569507 1008790,1569349 1008719,1569130 1008619,1568978 1008506,1568854 1008464,1568738 1008458,1568569 1008460,1568361 1008478,1568173 1008503,1568057.879 1008556.124)",2208,NA,NA
2838,NA,104001,104053,"104001 104053","104053 104001",0,"LINESTRING(1570244.69 1008868.185,1570196.854 1006222.884)",2645,NA,NA
2839,NA,104001,104169,"104001 104169","104169 104001",0,"LINESTRING(1570244.69 1008868.185,1571564.897 1008884.378)",1320,NA,NA
2840,NA,104002,104327,"104002 104327","104327 104002",0,"LINESTRING(1570301.959 1011543.163,1570341 1013376,1570344.449 1013533.557)",1990,NA,NA
2841,NA,104004,104160,"104004 104160","104160 104004",0,"LINESTRING(1578066.835 998299.875,1570906.744 998261.75)",7160,NA,NA
2842,NA,104005,104170,"104005 104170","104170 104005",0,"LINESTRING(1568057.879 1008556.124,1567912 1008607,1567884 1008610,1567717 1008649,1567628 1008651,1567563 1008646,1567446 1008643,1567118.613 1008620.742)",941,NA,NA
2843,NA,104006,104008,"104006 104008","104008 104006",0,"LINESTRING(1545501.218 1032537.328,1545487.467 1032444.617)",93,NA,NA
2844,NA,104006,104014,"104006 104014","104014 104006",0,"LINESTRING(1545501.218 1032537.328,1545538.81 1032893.52)",358,NA,NA
2845,NA,104006,104064,"104006 104064",NA,0,"LINESTRING(1545501.218 1032537.328,1543574 1032548,1543025 1032569,1542664 1032596,1542197 1032636,1541684 1032700,1541258 1032755,1540963 1032780,1540561 1032782,1540241 1032782,1540143 1032782,1539440 1032741,1538891.126 1032714.586)",6612,NA,NA
2846,NA,104007,104006,"104007 104006",NA,0,"LINESTRING(1549502.71 1032495.805,1547444 1032511,1545501.218 1032537.328)",4001,NA,NA
2847,NA,104007,104009,"104007 104009","104009 104007",0,"LINESTRING(1549502.71 1032495.805,1549501.25 1032408.718)",87,NA,NA
2848,NA,104007,104189,"104007 104189","104189 104007",0,"LINESTRING(1549502.71 1032495.805,1549508.455 1032755.948)",260,NA,NA
2849,NA,104008,104009,"104008 104009",NA,0,"LINESTRING(1545487.467 1032444.617,1547443 1032430,1549501.25 1032408.718)",4013,NA,NA
2850,NA,104008,104073,"104008 104073","104073 104008",0,"LINESTRING(1545487.467 1032444.617,1545525.613 1032097.349)",349,NA,NA
2851,NA,104009,104245,"104009 104245",NA,0,"LINESTRING(1549501.25 1032408.718,1554004.973 1032366.062)",4503,NA,NA
2852,NA,104010,104025,"104010 104025","104025 104010",0,"LINESTRING(1530083.658 1040679.254,1530740 1042525,1531611 1044959,1531979.719 1046004.826)",5653,NA,NA
2853,NA,104010,104059,"104010 104059","104059 104010",0,"LINESTRING(1530083.658 1040679.254,1529636 1039434,1529158.411 1038085.023)",2754,NA,NA
2854,NA,104011,104369,"104011 104369","104369 104011",0,"LINESTRING(1581298.947 1054010.788,1581292.238 1054727.833)",717,NA,NA
2855,NA,104011,104373,"104011 104373","104373 104011",0,"LINESTRING(1581298.947 1054010.788,1581334.68 1053254.643)",756,NA,NA
2856,NA,104012,104013,"104012 104013","104013 104012",0,"LINESTRING(1533614.135 1033555.595,1533644.738 1035393.897)",1838,NA,NA
2857,NA,104012,104071,"104012 104071","104071 104012",0,"LINESTRING(1533614.135 1033555.595,1533618.044 1032602.761)",952,NA,NA
2858,NA,104013,104021,"104013 104021","104021 104013",0,"LINESTRING(1533644.738 1035393.897,1531937.26 1035416.012)",1707,NA,NA
2859,NA,104013,104023,"104013 104023","104023 104013",0,"LINESTRING(1533644.738 1035393.897,1538968.099 1035324.434)",5323,NA,NA
2860,NA,104015,104083,"104015 104083","104083 104015",0,"LINESTRING(1533224.184 1056578.319,1533642 1053889,1533642.784 1053882.84)",2727,NA,NA
2861,NA,104015,104084,"104015 104084","104084 104015",0,"LINESTRING(1533224.184 1056578.319,1533204.6 1056676.711)",100,NA,NA
2862,NA,104016,104342,"104016 104342","104342 104016",0,"LINESTRING(1582236.429 1055651.381,1582796.345 1056170.529)",763,NA,NA
2863,NA,104016,104376,"104016 104376","104376 104016",0,"LINESTRING(1582236.429 1055651.381,1581748.514 1055165.438)",688,NA,NA
2864,NA,104017,104019,"104017 104019","104019 104017",0,"LINESTRING(1533649.144 1051245.221,1532845.853 1048605.321)",2759,NA,NA
2865,NA,104017,104083,"104017 104083","104083 104017",0,"LINESTRING(1533649.144 1051245.221,1533709 1051446,1533710 1051447,1533783 1051690,1533842 1051851,1533859 1051979,1533867 1052051,1533777 1052786,1533777 1052787,1533642.784 1053882.84)",2637,NA,NA
2866,NA,104019,104025,"104019 104025","104025 104019",0,"LINESTRING(1532845.853 1048605.321,1532663 1048021,1532180 1046575,1531979.719 1046004.826)",2740,NA,NA
